Data,GŁOGÓW (151160060) Stan wody [cm],RACIBÓRZ-MIEDONIA (150180060) Stan wody [cm],BARDO ŚLĄSKIE (250160410) Suma opadów [mm],BIERUTÓW (251170270) Suma opadów [mm],BOLESŁAWÓW (250160610) Suma opadów [mm],BOLKÓW (250160030) Suma opadów [mm],BORÓW (250160070) Suma opadów [mm],BRZEG (250170050) Suma opadów [mm],BRZEG DOLNY (251160230) Suma opadów [mm],CHWAŁKOWICE (251160170) Suma opadów [mm],CIESZYN (249180130) Suma opadów [mm],CIESZYN (249180550) Suma opadów [mm],DŁUGOPOLE-ZDRÓJ (250160590) Suma opadów [mm],DOBROGOSZCZ (250170110) Suma opadów [mm],DZIERŻONIÓW (250160260) Suma opadów [mm],DZIEWIĘTLICE (250170290) Suma opadów [mm],GŁOGÓW (251160080) Suma opadów [mm],GŁUBCZYCE (250170390) Suma opadów [mm],GŁUCHOŁAZY (250170330) Suma opadów [mm],GOŚCIEJOWICE (250170760) Suma opadów [mm],GRABOWNICA (251170150) Suma opadów [mm],ISTEBNA-STECÓWKA (249180280) Suma opadów [mm],ISTEBNA-WIEŚ (249180290) Suma opadów [mm],JARNOŁTÓWEK (250170340) Suma opadów [mm],JAWOR (251160290) Suma opadów [mm],JEDLINA-ZDRÓJ (250160220) Suma opadów [mm],JELCZ-LASKOWICE (251170320) Suma opadów [mm],KACZORÓW (250150110) Suma opadów [mm],KAMIENICA (250160620) Suma opadów [mm],KĄTY WROCŁAWSKIE (251160310) Suma opadów [mm],KŁODZKO (350160520) Suma opadów [mm],KOPICE (250170730) Suma opadów [mm],KORFANTÓW II (250170750) Suma opadów [mm],KRUPSKI MŁYN (250180190) Suma opadów [mm],KUDOWA-ZDRÓJ (250160450) Suma opadów [mm],LĄDEK-ZDRÓJ (250160520) Suma opadów [mm],LEGNICA (351160415) Suma opadów [mm],LESZNO (351160418) Suma opadów [mm],LEWIN KŁODZKI (250160470) Suma opadów [mm],LIGOTA GÓRNA (250180230) Suma opadów [mm],LUBACHÓW (250160170) Suma opadów [mm],LUBIN (251160190) Suma opadów [mm],LUBOMIN (250160120) Suma opadów [mm],ŁABĘDY (250180330) Suma opadów [mm],ŁANY (251170420) Suma opadów [mm],MIĘDZYGÓRZE (250160630) Suma opadów [mm],MIĘDZYLESIE (250160650) Suma opadów [mm],MILICZ (251170140) Suma opadów [mm],MŁOTY (250160540) Suma opadów [mm],NAMYSŁÓW (251170290) Suma opadów [mm],NYSA (250170230) Suma opadów [mm],OBORNIKI ŚLĄSKIE (251160220) Suma opadów [mm],ODOLANÓW (251170130) Suma opadów [mm],OŁDRZYCHOWICE KŁODZKIE (250160510) Suma opadów [mm],OPOLE (350170530) Suma opadów [mm],OSETNO (251160110) Suma opadów [mm],OSTROSZOWICE (250160320) Suma opadów [mm],OSTRZESZÓW II (251170430) Suma opadów [mm],OTMUCHÓW (250170250) Suma opadów [mm],PACZKÓW (250170220) Suma opadów [mm],POLANICA-ZDRÓJ (250160490) Suma opadów [mm],POLKOWICE DOLNE (251160150) Suma opadów [mm],PRUDNIK (250170530) Suma opadów [mm],PRZEWORNO (250170120) Suma opadów [mm],PSZENNO (250160090) Suma opadów [mm],RACIBÓRZ (350180540) Suma opadów [mm],RACŁAWICE ŚLĄSKIE (250170540) Suma opadów [mm],ROŻNÓW (251180230) Suma opadów [mm],RUDNA (251160140) Suma opadów [mm],RYBNIK (250180510) Suma opadów [mm],SŁOSZÓW (250160480) Suma opadów [mm],SMOLICE (251170090) Suma opadów [mm],SREBRNA GÓRA (250160350) Suma opadów [mm],STARE OLESNO (250180030) Suma opadów [mm],STRONIE ŚLĄSKIE (250160560) Suma opadów [mm],STRZELIN (250170090) Suma opadów [mm],SUKOWICE (250180380) Suma opadów [mm],SZALEJÓW GÓRNY (250160840) Suma opadów [mm],SZCZAWNO-ZDRÓJ (250160130) Suma opadów [mm],ŚWIERZAWA (251150360) Suma opadów [mm],TARNÓW (250160360) Suma opadów [mm],TRZEBNICA (251170210) Suma opadów [mm],TWARDOCICE (251150280) Suma opadów [mm],WALIM (250160270) Suma opadów [mm],WROCŁAW-STRACHOWICE (351160424) Suma opadów [mm],ZIELENIEC (250160530) Suma opadów [mm],ZIELINA (250170280) Suma opadów [mm],ŹRÓDŁA (251160370) Suma opadów [mm],średnia Suma opadów [mm],mediana Suma opadów [mm],std Suma opadów [mm],min Suma opadów [mm],max Suma opadów [mm]
2014-06-02,397.0,172.0,2.0,8.0,1.5,0.8,5.0,12.0,3.6,1.9,7.2,,0.5,5.3,1.4,2.3,0.6,2.6,4.4,,4.4,9.1,9.7,6.7,0.9,0.7,7.8,0.5,2.6,4.1,0.8,,,5.0,0.0,2.2,0.3,1.7,0.2,6.6,1.0,0.5,0.4,10.1,,0.3,1.4,3.2,2.0,8.4,5.0,5.0,2.5,0.8,8.3,1.7,1.6,,3.0,2.4,0.7,0.8,3.0,6.4,1.7,5.1,3.0,12.1,0.4,8.0,0.3,2.5,1.6,13.0,1.3,5.3,6.3,0.6,0.5,0.4,1.8,6.7,0.6,0.5,5.2,1.0,5.9,,3.4772151898734176,2.3499999999999996,3.1940450741035664,3.1744067752713914,3.155147010289995
2014-06-03,373.0,176.0,1.0,7.3,0.4,1.9,1.8,6.3,2.9,5.0,1.1,,1.2,1.7,5.0,2.4,2.4,1.2,3.2,,9.0,4.8,3.0,4.0,1.8,0.5,3.4,0.8,0.6,3.8,0.5,,,4.1,,0.5,2.8,2.4,,2.1,0.4,2.4,0.6,1.0,,0.6,2.8,5.8,0.4,8.5,3.4,3.5,2.9,0.2,2.5,0.8,1.5,,3.5,3.0,0.4,0.8,4.2,1.1,0.6,0.6,1.2,6.8,0.5,0.5,0.1,3.2,0.6,3.7,0.1,0.9,1.3,0.4,0.4,1.0,1.9,5.5,0.5,1.2,3.9,0.7,2.8,,2.3064935064935064,1.8,2.0049938986795217,1.992536803883132,1.9803321039536135
2014-06-04,360.0,178.0,,,0.0,,,,,0.1,0.0,,0.0,0.0,,,,0.2,0.0,,0.0,,,,,,0.2,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.1,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.8,,0.0,,0.0,0.0,,0.0,,0.0,,0.1,,0.0,,,,0.05172413793103449,0.0,0.150000319639617,0.14861507605870822,0.14721495015166217
2014-06-05,355.0,167.0,,,0.0,,,,2.3,0.4,3.6,,0.2,0.2,,0.0,,0.9,1.0,,1.0,7.3,6.1,1.3,,0.2,0.0,,0.1,0.0,0.2,,,0.8,0.4,0.0,0.0,0.0,,2.0,,,,2.9,,0.5,0.5,0.3,0.3,0.0,0.7,1.2,1.7,,0.5,,,,0.2,,,0.1,3.0,,0.0,0.2,,,,2.0,0.2,6.7,,1.2,0.1,0.0,2.3,0.0,0.0,0.0,0.0,2.7,,1.5,0.0,0.2,2.5,,1.0818181818181818,0.35,1.632745170177261,1.6200516150193693,1.6075705996829355
2014-06-06,352.0,168.0,,,0.0,,,,,0.0,0.0,,0.0,0.2,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.007407407407407408,0.0,0.0371154069592071,0.036877886199951776,0.036623309100299775
2014-06-07,347.0,160.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2014-06-08,335.0,147.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2014-06-09,334.0,140.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2014-06-10,327.0,138.0,,,9.2,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,7.9,,0.0,,,,,0.5,0.0,0.0,,,,,,0.4,,,,,,0.0,,,,0.8,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,11.1,0.0,0.0,,0.0,11.8,0.0,0.0,,0.0,,0.0,,,,0.0,,,,1.303125,0.0,3.2930499684503562,3.2623257071705565,3.2315923096709214
2014-06-11,311.0,136.0,,,0.0,1.2,,,,0.0,0.0,,0.0,0.0,0.9,,0.5,0.0,0.0,,0.0,,,,0.2,0.6,0.0,1.2,,,0.0,,,,1.8,0.0,0.0,0.0,1.0,,0.7,,0.8,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,0.1,,,0.0,0.0,,0.7,,,2.2,0.0,0.1,0.0,,0.0,0.0,,0.3,0.5,0.0,,1.2,0.4,0.0,,,,0.33488372093023255,0.0,0.5284481863141949,0.523383321866592,0.5184167675759341
2014-06-12,280.0,133.0,,,0.0,,,,,0.0,0.1,,0.0,0.0,,,,0.0,0.0,,0.0,0.6,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.6,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.04333333333333333,0.0,0.14761389958691046,0.14644819032263315,0.14525420734036948
2014-06-13,255.0,130.0,1.1,0.5,2.2,3.1,0.0,,1.1,1.0,1.1,,0.8,0.0,2.0,1.0,4.7,0.0,0.0,,1.8,1.3,1.1,0.1,1.9,5.6,0.1,6.2,2.8,,2.3,,,0.7,0.3,2.7,0.0,1.9,,0.1,3.5,1.8,8.9,,,1.9,1.0,1.9,0.6,0.8,,,0.1,2.3,0.0,0.2,3.6,,0.3,,1.8,1.9,0.2,,0.4,0.0,,1.5,2.0,0.2,1.5,0.5,1.5,3.0,2.0,0.0,0.2,2.4,3.1,5.3,0.8,0.3,3.9,1.9,0.0,1.2,,,1.594202898550725,1.15,1.6646416099607073,1.6529019240751526,1.6414003369124612
2014-06-14,250.0,126.0,0.7,3.1,9.0,4.5,5.1,2.3,8.2,6.0,1.3,,4.9,0.9,2.5,9.2,1.4,0.3,0.7,,1.5,8.0,1.9,0.6,9.1,1.8,4.8,6.8,8.9,0.6,2.1,,,2.4,1.2,3.2,8.9,3.1,1.4,4.4,1.6,1.4,2.6,,,8.0,9.3,4.1,1.6,0.3,0.1,4.6,5.6,5.5,4.8,4.9,0.2,,1.7,6.6,,2.0,4.7,1.0,1.3,1.9,7.3,0.3,1.5,9.4,1.4,1.5,1.1,0.5,4.4,3.4,4.8,1.9,2.3,7.3,0.4,0.4,7.7,5.3,3.1,1.6,4.1,,3.5623376623376632,2.55,2.7717268390005985,2.7555009180643375,2.7396112215272006
2014-06-15,244.0,122.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,0.1,0.2,0.0,,,,0.1,,,,0.6,0.0,0.0,0.0,0.5,,0.1,,,,,0.3,,,,0.0,,,,,0.0,0.2,,,0.0,,0.3,0.0,,,0.0,0.0,,,,,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,,0.0,,0.1,0.5,0.0,,,,0.09999999999999999,0.0,0.17246420625458603,0.1707396397837205,0.16904576368027624
2014-06-16,233.0,121.0,,,2.9,,,,,0.0,0.0,,0.2,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,0.7,,0.0,,,,0.0,0.2,0.0,0.0,,,,,,,,0.2,0.0,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,2.1,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.19687500000000002,0.0,0.6087072061373903,0.603829271815745,0.5988780245931108
2014-06-17,240.0,122.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.2,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,6.2,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.9,0.0,,,0.0,0.0,,,,,0.1,0.0,,0.0,,0.0,0.0,0.4,0.0,,0.0,,,0.3,0.0,3.7,,,0.3470588235294118,0.0,1.1863727417253829,1.1780758146992139,1.1695935141084064
2014-06-18,236.0,121.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,2.1,0.0,,,,0.2,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.1,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,6.2,,,0.3096774193548388,0.0,1.132200440713962,1.124005356839078,1.1155629754078813
2014-06-19,222.0,115.0,,,0.0,,,,,0.0,0.1,,0.0,0.0,,,,0.0,0.0,,0.0,0.2,0.3,,0.1,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,,,0.2,,,0.4,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.2,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.9,0.0,,,,0.06857142857142857,0.0,0.1699676055786214,0.16848958927161042,0.16701273379505244
2014-06-20,216.0,114.0,0.9,0.5,3.0,0.3,1.2,,0.1,0.7,0.9,,3.0,0.2,0.3,2.0,0.8,2.7,1.6,,0.2,0.4,0.1,1.7,,0.1,0.0,,4.2,0.8,0.8,,,0.8,2.6,2.7,0.7,0.0,6.0,,0.6,,0.2,0.4,,4.2,2.3,,3.9,1.2,0.5,0.4,2.3,3.4,0.0,0.1,0.3,,0.3,1.2,2.8,0.0,1.8,,0.8,0.3,0.8,0.7,,4.4,4.0,0.0,1.3,0.3,3.4,0.0,0.0,2.4,0.1,1.0,1.6,0.5,1.8,0.3,0.1,3.9,,,1.3271428571428572,0.8,1.3815303248112565,1.3719218299936624,1.362505730186013
2014-06-21,213.0,113.0,,0.5,0.0,0.2,,,0.0,0.9,0.3,,0.0,1.1,0.5,0.0,1.5,0.0,0.0,,1.8,0.8,,0.1,,,0.4,0.1,0.0,,0.0,,,0.3,0.0,0.0,0.1,0.3,,0.1,0.3,,0.4,0.4,,,,1.5,0.0,0.8,0.0,1.3,2.8,,0.0,0.8,0.0,,0.0,,,0.2,0.0,0.8,0.0,0.0,,0.2,,1.3,0.1,0.6,0.3,0.2,,0.2,0.0,,0.6,0.4,0.0,,1.0,0.1,0.1,0.1,,,0.3983050847457628,0.2,0.5448013513277111,0.5406519027750682,0.5365774013653384
2014-06-22,212.0,110.0,,0.6,0.1,,0.9,,0.8,0.3,1.0,,0.0,0.1,,0.0,2.2,0.0,0.0,,2.4,0.2,,,0.4,,0.3,0.8,0.3,0.1,0.0,,,3.3,,0.1,0.0,5.5,,,,1.3,,0.1,,,,1.9,0.1,1.3,0.0,0.3,1.7,,0.3,2.3,0.0,,0.0,,0.2,1.6,,,0.0,0.0,,1.0,1.5,0.2,0.1,3.4,,2.2,,0.1,0.0,,0.0,0.0,0.0,1.5,0.4,,0.7,,,,0.7703703703703704,0.3,1.0825045875668238,1.0736355907147674,1.0649345239404857
2014-06-23,211.0,111.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2014-06-24,216.0,111.0,3.3,0.2,5.5,0.1,3.4,5.2,1.4,0.3,0.0,,5.3,1.9,1.5,1.3,9.4,0.0,1.1,,0.5,,,1.2,3.7,2.0,1.2,,4.4,3.4,4.8,,,0.3,3.7,4.2,0.8,0.2,4.0,0.2,1.9,,1.5,,,6.5,6.0,1.4,5.1,0.0,,0.1,0.1,4.8,0.0,2.7,3.8,,0.8,0.0,5.5,2.6,,0.4,1.8,0.0,,,1.0,,4.3,0.4,2.2,0.0,3.5,3.5,0.0,4.8,2.0,,2.5,,0.0,1.9,6.0,7.3,1.2,,2.3895522388059702,1.9,2.1766774282355894,2.1609868083399175,2.145652408604343
2014-06-25,222.0,114.0,32.6,5.7,28.0,27.8,14.4,25.8,14.0,8.8,6.4,,10.1,36.2,17.4,37.4,19.3,26.5,37.0,,5.1,19.9,21.2,38.5,21.0,32.4,10.6,24.4,29.7,14.3,18.9,,,28.3,13.9,21.8,16.6,16.2,10.2,28.4,26.1,10.2,37.6,32.5,,10.9,13.6,9.5,19.3,8.7,21.3,6.6,3.8,13.0,30.8,4.5,21.0,,24.5,40.4,18.2,17.6,31.5,33.6,13.2,35.3,31.0,10.1,9.6,55.6,22.6,10.5,14.4,18.2,23.3,24.4,57.4,22.5,23.9,26.2,16.0,3.9,37.5,32.9,13.8,18.4,36.6,,21.662025316455697,21.0,11.222632791949612,11.212472290946716,11.201253584668041
2014-06-26,205.0,143.0,,,0.0,,,,,0.1,0.9,,0.0,0.0,,,,0.0,0.0,,0.0,0.3,0.5,,,,0.0,,0.0,,0.0,,,0.3,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.2,0.1,0.0,,0.0,,0.0,0.0,0.0,0.1,,0.0,,,,0.0,,,,0.07142857142857142,0.0,0.17766953712892733,0.17612847451996652,0.17458829435640844
2014-06-27,209.0,134.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,4.3,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.1,,0.0,,,,0.15172413793103445,0.0,0.7714637908890037,0.766909724484187,0.7620369343651947
2014-06-28,223.0,121.0,8.1,11.6,5.0,0.5,13.7,22.1,,0.5,0.0,,3.2,12.7,6.5,2.7,1.0,21.0,0.0,,1.4,,,3.9,0.6,2.9,13.8,1.1,7.1,1.8,6.2,,,1.9,15.6,4.2,0.6,0.9,11.7,7.8,2.1,,2.4,15.3,,3.2,10.8,3.6,3.6,4.3,6.5,0.5,0.6,1.7,12.4,1.1,9.9,,2.0,1.3,8.2,2.4,4.0,4.2,2.7,8.1,0.2,4.4,2.0,8.2,14.3,0.3,6.3,7.0,3.4,8.3,10.1,7.0,0.0,0.5,5.6,,0.3,9.5,1.6,7.5,7.1,,5.467567567567569,4.0,4.998703268984438,4.965972439045702,4.933915416964152
2014-06-29,237.0,121.0,10.9,2.1,9.0,2.3,3.6,2.5,5.1,1.5,15.6,,4.9,5.1,7.3,11.0,2.2,21.2,15.2,,0.4,17.1,22.5,14.1,2.1,6.2,1.7,3.8,9.1,2.4,5.9,,,12.0,5.4,5.0,1.6,0.8,5.5,10.5,5.0,1.0,4.1,18.0,,5.9,4.0,0.3,4.6,4.2,10.2,1.1,0.9,6.3,12.3,1.6,13.4,,7.3,10.4,4.5,2.1,8.0,5.7,3.4,11.8,23.0,7.1,2.4,28.8,5.4,0.0,10.4,6.4,6.3,4.4,13.4,5.6,3.1,2.3,11.2,1.5,2.0,6.7,3.3,6.6,19.1,,7.09746835443038,5.45,5.914833194605548,5.8796096650839695,5.845091780555398
2014-06-30,227.0,175.0,3.5,2.3,9.5,1.1,2.5,7.5,0.8,1.6,28.5,,3.6,4.5,5.2,5.3,5.0,17.2,14.3,,0.0,39.8,31.7,13.0,0.4,5.1,2.8,2.6,12.2,1.1,5.3,,,13.7,1.3,5.9,1.0,1.3,3.5,11.7,0.9,1.1,1.1,14.9,,4.0,5.6,0.0,2.8,3.6,8.8,2.1,1.3,11.6,8.8,1.3,2.9,,9.0,2.3,5.2,5.0,14.8,9.8,5.4,11.6,18.3,7.7,4.5,19.4,2.1,0.9,4.3,10.3,7.8,6.4,12.6,5.4,2.5,2.1,3.2,4.5,1.7,5.9,0.2,4.0,12.5,,6.772151898734179,4.75,7.081699433913875,7.0379464279125035,6.994971258943679
2014-07-01,220.0,215.0,0.4,,1.0,1.2,0.0,,0.6,0.9,0.5,,0.3,0.1,0.5,0.7,0.2,5.9,0.0,,0.0,2.0,0.5,,0.2,0.6,0.0,0.5,,0.0,0.0,,,,0.0,0.9,0.0,0.4,,,3.5,,1.1,,,1.9,0.1,0.0,,0.0,0.0,0.8,,2.0,0.0,0.0,1.1,,2.0,0.9,,0.0,,,0.2,0.1,,,,0.0,0.0,0.0,0.2,0.1,0.0,,0.0,,2.0,,1.1,,0.1,0.5,0.0,,0.1,,0.6175438596491228,0.2,0.9942406914853292,0.987023188556982,0.9799102341045813
2014-07-02,233.0,163.0,,,5.5,,,,,0.0,5.5,,0.0,0.0,,1.2,,5.4,1.6,,0.0,22.2,22.2,1.1,,3.0,0.0,,1.0,2.1,0.0,,,,,0.0,0.0,0.0,,,0.2,,0.3,,,0.0,0.2,,,0.0,4.2,,,0.6,16.6,,0.0,,0.0,0.8,,0.0,5.2,2.8,0.0,0.0,3.5,2.8,,,0.0,0.0,,0.0,,,0.5,,2.5,,0.5,,,0.4,1.2,,1.2,,2.4319148936170216,0.5,4.957692367941233,4.920235022614311,4.883112614217049
2014-07-03,269.0,163.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2014-07-04,270.0,145.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2014-07-05,231.0,132.0,,,0.0,0.6,,,,1.4,0.0,,0.0,0.2,,0.0,,0.0,1.5,,0.4,0.6,0.4,1.0,,,0.2,0.5,0.0,,0.0,,,,0.2,0.0,0.0,0.0,,,,,,,,0.3,0.0,0.2,0.4,0.3,,0.0,1.7,,0.0,,,,0.0,0.5,,0.0,0.2,,0.0,0.0,,0.2,,0.1,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.8,0.0,,0.1,,2.1,0.1,,,0.29166666666666663,0.1,0.4792142389871909,0.4751542178488167,0.4711609740889866
2014-07-06,240.0,125.0,,,0.0,,0.0,0.1,,0.0,0.0,,0.0,0.0,,0.3,,0.5,1.7,,0.0,0.5,,4.1,,,0.0,,0.0,,0.0,,,0.8,,4.2,0.0,0.0,,,,,,,,,,,,0.6,,,1.9,,0.2,,,,0.0,0.6,,0.0,0.1,0.2,0.1,0.0,,,,0.0,0.0,0.0,,0.1,6.0,0.5,0.0,,0.0,,0.0,,,,0.0,,,,0.5625,0.0,1.277598955814756,1.267177038984692,1.2568083397219447
2014-07-07,233.0,127.0,,11.3,0.0,2.1,,1.2,,0.5,0.3,,0.0,0.0,,,,0.0,0.0,,13.2,14.9,0.7,,0.2,8.0,11.5,1.6,,5.5,0.0,,,,0.3,0.0,0.0,1.7,0.2,0.2,1.9,,4.9,,,,,2.9,,3.0,,0.8,3.2,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.1,0.1,,0.0,,,0.0,,6.8,17.1,0.0,,22.1,,0.0,2.5,,,2.9531914893617017,0.3,5.1010880878076446,5.0583630483059725,5.0162764379682425
2014-07-08,208.0,123.0,1.7,2.2,0.5,,,0.1,,0.1,0.2,,0.9,2.1,4.5,1.3,1.2,2.0,6.9,,17.2,2.8,3.0,6.6,1.2,,7.6,6.8,1.1,0.0,0.0,,,0.3,0.4,0.4,0.9,15.1,0.7,21.2,0.0,5.0,,3.5,,1.6,3.4,9.5,0.4,1.3,9.7,0.0,0.8,0.9,4.0,5.3,0.1,,0.4,3.0,0.0,0.9,0.0,27.4,1.7,0.6,,4.4,,21.6,0.1,5.8,0.1,5.4,0.2,4.9,37.0,,0.0,8.4,0.2,2.2,37.8,3.5,0.0,2.1,3.7,,4.590140845070423,1.7,7.697511853780895,7.653355544486242,7.609676953872193
2014-07-09,217.0,125.0,19.8,35.8,13.5,42.8,1.4,27.1,20.8,33.5,11.6,,16.1,24.5,29.0,11.1,14.0,31.1,14.9,,14.5,8.7,6.4,16.2,52.3,27.2,28.0,42.0,13.9,34.5,16.9,,,21.7,22.1,14.4,37.0,8.8,21.5,15.0,31.1,15.8,39.2,12.9,,19.1,13.0,15.5,17.3,45.3,14.3,20.1,8.5,15.9,29.8,9.8,38.7,,11.7,12.7,16.3,12.3,26.7,32.5,33.6,12.8,22.0,29.7,18.4,26.6,20.1,26.8,22.8,38.0,13.3,24.4,17.8,16.5,30.8,56.4,27.0,36.0,64.7,36.4,29.4,30.5,24.6,,23.610126582278486,21.6,11.743925357153135,11.744234749642096,11.742799947686727
2014-07-10,201.0,140.0,3.1,1.9,17.5,0.7,21.7,,2.0,1.8,2.6,,7.3,0.1,0.8,5.0,0.3,6.4,15.5,,4.2,1.7,1.5,16.7,0.8,0.2,5.2,0.6,7.4,1.0,5.6,,,1.1,0.5,6.2,1.0,1.6,0.7,4.3,0.3,1.2,0.6,2.0,,7.6,4.3,2.9,8.7,1.5,8.5,2.8,1.6,5.3,3.2,1.5,4.3,,2.0,0.5,4.3,0.4,8.1,,0.4,0.4,3.0,11.1,,1.5,1.9,4.6,2.3,3.4,4.3,,4.8,3.6,0.3,0.4,0.4,3.8,0.7,2.7,1.1,6.8,6.4,,3.7666666666666666,2.45,4.171768783249094,4.1448665360030805,4.11844478310832
2014-07-11,227.0,144.0,0.5,,7.0,0.2,0.4,,,0.0,18.6,,0.9,0.0,4.7,0.2,,1.0,3.4,,0.0,12.4,8.8,2.0,4.8,2.1,0.0,2.9,8.8,,3.2,,,,1.1,6.5,5.6,0.0,3.4,4.0,0.4,6.8,18.6,,,0.1,7.4,0.5,0.2,0.0,10.2,0.0,0.0,1.3,0.0,,3.0,,1.9,,5.0,8.8,0.6,,1.4,2.1,,,2.7,0.9,0.3,0.0,3.2,0.0,5.5,0.0,5.0,0.3,3.6,8.2,2.0,,0.1,0.6,0.0,0.7,,,3.1369230769230767,1.65,4.060805498808387,4.032019644289041,4.003739949132624
2014-07-12,250.0,221.0,0.8,,3.0,,,,,0.0,0.5,,0.3,0.0,,2.7,,0.0,0.0,,0.0,,,,,,0.0,,1.0,,3.5,,,,5.0,3.1,0.0,0.0,5.6,,,,,,,,0.1,,0.3,0.0,,,,0.8,0.0,,,,0.1,2.9,1.1,0.0,2.1,,0.0,0.0,,,,,2.9,0.0,0.2,0.0,0.5,,0.0,1.6,0.0,,0.0,,,,0.0,0.1,,,0.9317073170731707,0.1,1.4444015949988247,1.4297589651522102,1.4154240939029148
